公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
002024,<a href='http://www.szse.cn/certificate/individual/index.html?code=002024' target='_blank'><u>苏宁易购</u></a>,苏宁易购集团股份有限公司,"SUNING.COM CO.,LTD.",江苏省南京市山西路8号金山大厦1-5层,002024,苏宁易购,2004-07-21,"9,310,039,655","5,846,748,559",,,,0,0,华东,江苏,南京市,F 批发零售,www.suning.cn
002025,<a href='http://www.szse.cn/certificate/individual/index.html?code=002025' target='_blank'><u>航天电器</u></a>,贵州航天电器股份有限公司,"Guizhou Space Appliance Co., Ltd.",贵州省贵阳经济技术开发区红河路7号,002025,航天电器,2004-07-26,"429,000,000","428,898,772",,,,0,0,西南,贵州,贵阳市,C 制造业,www.gzhtdq.com.cn
002026,<a href='http://www.szse.cn/certificate/individual/index.html?code=002026' target='_blank'><u>山东威达</u></a>,山东威达机械股份有限公司,"SHANDONG WEIDA MACHINERY Co., Ltd.",山东省威海临港经济技术开发区苘山镇中韩路2号,002026,山东威达,2004-07-27,"420,098,419","369,518,862",,,,0,0,华东,山东,威海市,C 制造业,www.weidapeacock.com
002027,<a href='http://www.szse.cn/certificate/individual/index.html?code=002027' target='_blank'><u>分众传媒</u></a>,分众传媒信息技术股份有限公司,"Focus Media Information Technology Co.,Ltd",广东省广州市黄埔区中新知识城凤凰三路8号2号楼2130室,002027,分众传媒,2004-08-04,"14,677,880,280","6,964,888,862",,,,0,0,华南,广东,广州市,L 商务服务,www.focusmedia.cn
002028,<a href='http://www.szse.cn/certificate/individual/index.html?code=002028' target='_blank'><u>思源电气</u></a>,思源电气股份有限公司,"Sieyuan Electric Co., Ltd.",上海市闵行区金都路4399号,002028,思源电气,2004-08-05,"760,209,282","580,197,387",,,,0,0,华东,上海,上海市,C 制造业,www.sieyuan.com
002029,<a href='http://www.szse.cn/certificate/individual/index.html?code=002029' target='_blank'><u>七 匹 狼</u></a>,福建七匹狼实业股份有限公司,"FUJIAN SEPTWOLVES INDUSTRY CO., LTD.",福建省晋江市金井镇南工业区,002029,七 匹 狼,2004-08-06,"755,670,000","755,522,168",,,,0,0,华东,福建,泉州市,C 制造业,www.septwolves.com
002030,<a href='http://www.szse.cn/certificate/individual/index.html?code=002030' target='_blank'><u>达安基因</u></a>,中山大学达安基因股份有限公司,"DA AN GENE CO., LTD. OF SUN YAT-SEN UNIVERSITY",广东省广州市高新技术开发区科学城香山路19号,002030,达安基因,2004-08-09,"797,412,519","763,811,021",,,,0,0,华南,广东,广州市,C 制造业,www.daangene.com
002031,<a href='http://www.szse.cn/certificate/individual/index.html?code=002031' target='_blank'><u>巨轮智能</u></a>,巨轮智能装备股份有限公司,GREATOO INTELLIGENT EQUIPMENT INC.,广东省揭东经济开发区5号路中段,002031,巨轮智能,2004-08-16,"2,199,395,670","1,893,048,638",,,,0,0,华南,广东,揭阳市,C 制造业,www.greatoo.com
002032,<a href='http://www.szse.cn/certificate/individual/index.html?code=002032' target='_blank'><u>苏 泊 尔</u></a>,浙江苏泊尔股份有限公司,"ZHE JIANG SUPOR  Co., Ltd.",浙江省玉环县大麦屿经济开发区,002032,苏 泊 尔,2004-08-17,"821,243,960","544,662,534",,,,0,0,华东,浙江,台州市,C 制造业,www.supor.com.cn
002033,<a href='http://www.szse.cn/certificate/individual/index.html?code=002033' target='_blank'><u>丽江旅游</u></a>,丽江玉龙旅游股份有限公司,"LiJiang YuLong Tourism Co.,Ltd.",云南省丽江市古城区香格里大道760号丽江玉龙旅游大厦,002033,丽江旅游,2004-08-25,"549,490,711","549,480,181",,,,0,0,西南,云南,丽江市,N 公共环保,www.yulongtour.com
002034,<a href='http://www.szse.cn/certificate/individual/index.html?code=002034' target='_blank'><u>旺能环境</u></a>,旺能环境股份有限公司,"WANGNENG  ENVIRONMENT CO.,LTD.",浙江省湖州市天字圩路288号,002034,旺能环境,2004-08-26,"416,565,045","142,610,212",,,,0,0,华东,浙江,湖州市,N 公共环保,www.mizuda.net
002035,<a href='http://www.szse.cn/certificate/individual/index.html?code=002035' target='_blank'><u>华帝股份</u></a>,华帝股份有限公司,VATTI CORPORATION LIMITED,广东省中山市小榄镇工业大道南华园路1号,002035,华帝股份,2004-09-01,"872,643,124","781,371,925",,,,0,0,华南,广东,中山市,C 制造业,www.vatti.com.cn
002036,<a href='http://www.szse.cn/certificate/individual/index.html?code=002036' target='_blank'><u>联创电子</u></a>,联创电子科技股份有限公司,"LianChuang Electronic Technology Co.,Ltd",江西省南昌市高新开发区京东大道1699号,002036,联创电子,2004-09-03,"550,787,263","395,044,370",,,,0,0,华东,江西,南昌市,C 制造业,www.lcetron.com
002037,<a href='http://www.szse.cn/certificate/individual/index.html?code=002037' target='_blank'><u>久联发展</u></a>,贵州久联民爆器材发展股份有限公司,"GUIZHOU JIULIAN INDUSTRIAL EXPLOSIVE MATERIAL DEVELOPMENT Co., Ltd.",贵州省贵阳市高新技术开发区新天园区,002037,久联发展,2004-09-08,"327,368,160","327,368,160",,,,0,0,西南,贵州,贵阳市,C 制造业,www.gzjiulian.com/
002038,<a href='http://www.szse.cn/certificate/individual/index.html?code=002038' target='_blank'><u>双鹭药业</u></a>,北京双鹭药业股份有限公司,"Beijing SL Pharmaceutical Co., Ltd.",北京市海淀区西三环北路100号金玉大厦1103-1105室,002038,双鹭药业,2004-09-09,"684,900,000","566,962,008",,,,0,0,华北,北京,北京市,C 制造业,www.slpharm.com.cn
002039,<a href='http://www.szse.cn/certificate/individual/index.html?code=002039' target='_blank'><u>黔源电力</u></a>,贵州黔源电力股份有限公司,"GuiZhou QianYuan Power Co., Ltd.",贵州省贵阳市都司高架桥路46号黔源大厦,002039,黔源电力,2005-03-03,"305,398,662","305,370,538",,,,0,0,西南,贵州,贵阳市,D 水电煤气,www.gzqydl.cn
002040,<a href='http://www.szse.cn/certificate/individual/index.html?code=002040' target='_blank'><u>南 京 港</u></a>,南京港股份有限公司,"NANJING PORT Co., Ltd.",江苏省南京市栖霞区和燕路251号1幢1101室,002040,南 京 港,2005-03-25,"372,282,154","306,748,746",,,,0,0,华东,江苏,南京市,G 运输仓储,www.nj-port.com
002041,<a href='http://www.szse.cn/certificate/individual/index.html?code=002041' target='_blank'><u>登海种业</u></a>,山东登海种业股份有限公司,"Shandong Denghai Seeds Co., Ltd.",山东省莱州市农科院城山路西侧,002041,登海种业,2005-04-18,"880,000,000","873,862,143",,,,0,0,华东,山东,烟台市,A 农林牧渔,www.sddhzy.com
002042,<a href='http://www.szse.cn/certificate/individual/index.html?code=002042' target='_blank'><u>华孚时尚</u></a>,华孚时尚股份有限公司,"HUAFU FASHION CO., LTD.",安徽省淮北市烈山区石山路6号,002042,华孚时尚,2005-04-27,"1,519,375,555","1,517,613,805",,,,0,0,华东,安徽,淮北市,C 制造业,www.huafuyarn.com
002043,<a href='http://www.szse.cn/certificate/individual/index.html?code=002043' target='_blank'><u>兔 宝 宝</u></a>,德华兔宝宝装饰新材股份有限公司,"DEHUA TB NEW DECORATION MATERIAL Co.,Ltd.",浙江省德清县洛舍镇工业区,002043,兔 宝 宝,2005-05-10,"830,268,603","693,693,318",,,,0,0,华东,浙江,湖州市,C 制造业,www.tubaobao.com
002044,<a href='http://www.szse.cn/certificate/individual/index.html?code=002044' target='_blank'><u>美年健康</u></a>,美年大健康产业控股股份有限公司,"Meinian Onehealth Healthcare Holdings Co., Ltd.",江苏省南通市人民东路218号,002044,美年健康,2005-05-18,"3,121,566,956","1,316,799,125",,,,0,0,华东,江苏,南通市,Q 卫生,www.sanyougroup.com
002045,<a href='http://www.szse.cn/certificate/individual/index.html?code=002045' target='_blank'><u>国光电器</u></a>,国光电器股份有限公司,GUOGUANG ELECTRIC COMPANY LIMITED,广东省广州市花都区新雅街镜湖大道8号,002045,国光电器,2005-05-23,"468,383,913","415,685,775",,,,0,0,华南,广东,广州市,C 制造业,www.ggec.com.cn
002046,<a href='http://www.szse.cn/certificate/individual/index.html?code=002046' target='_blank'><u>轴研科技</u></a>,洛阳轴研科技股份有限公司,"LUOYANG BEARING SCIENCE & TECHNOLOGY Co.,Ltd.",河南省洛阳市高新技术开发区丰华路6号,002046,轴研科技,2005-05-26,"524,349,078","340,565,970",,,,0,0,华中,河南,洛阳市,C 制造业,www.zys.com.cn
002047,<a href='http://www.szse.cn/certificate/individual/index.html?code=002047' target='_blank'><u>宝鹰股份</u></a>,深圳市宝鹰建设控股集团股份有限公司,"Shenzhen Bauing Construction Holding Group Co.,Ltd.",广东省深圳市南山区沙河街道华侨城东部工业区F1栋107号,002047,宝鹰股份,2005-05-31,"1,341,296,921","1,263,063,110",,,,0,0,华南,广东,深圳市,E 建筑业,www.szby.cn
002048,<a href='http://www.szse.cn/certificate/individual/index.html?code=002048' target='_blank'><u>宁波华翔</u></a>,宁波华翔电子股份有限公司,"Ningbo Huaxiang Electronic Co.,Ltd.",浙江省象山县西周镇象西开发区,002048,宁波华翔,2005-06-03,"626,227,314","460,637,335",,,,0,0,华东,浙江,宁波市,C 制造业,www.nbhx.com.cn
002049,<a href='http://www.szse.cn/certificate/individual/index.html?code=002049' target='_blank'><u>紫光国微</u></a>,紫光国芯微电子股份有限公司,"Unigroup Guoxin Microelectronics Co., Ltd.",河北省玉田县无终西街3129号,002049,紫光国微,2005-06-06,"606,817,968","604,599,648",,,,0,0,华北,河北,唐山市,C 制造业,www.gosinoic.com
002050,<a href='http://www.szse.cn/certificate/individual/index.html?code=002050' target='_blank'><u>三花智控</u></a>,浙江三花智能控制股份有限公司,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",浙江省新昌县七星街道下礼泉,002050,三花智控,2005-06-07,"2,120,316,835","1,772,597,615",,,,0,0,华东,浙江,绍兴市,C 制造业,www.zjshc.com
002051,<a href='http://www.szse.cn/certificate/individual/index.html?code=002051' target='_blank'><u>中工国际</u></a>,中工国际工程股份有限公司,"CHINA CAMC ENGINEERING CO., LTD.",北京市海淀区丹棱街3号,002051,中工国际,2006-06-19,"1,112,673,216","1,107,962,148",,,,0,0,华北,北京,北京市,E 建筑业,www.camce.com.cn
002052,<a href='http://www.szse.cn/certificate/individual/index.html?code=002052' target='_blank'><u>同洲电子</u></a>,深圳市同洲电子股份有限公司,"SHENZHEN COSHIP ELECTRONICS CO.,LTD.",广东省深圳市南山区高新科技园北区彩虹科技大厦六楼,002052,同洲电子,2006-06-27,"745,959,694","745,953,215",,,,0,0,华南,广东,深圳市,C 制造业,www.coship.com
002053,<a href='http://www.szse.cn/certificate/individual/index.html?code=002053' target='_blank'><u>云南能投</u></a>,云南能源投资股份有限公司,"Yunnan Energy Investment CO.,LTD",云南省昆明市官渡区春城路276号,002053,云南能投,2006-06-27,"558,329,336","371,702,206",,,,0,0,西南,云南,昆明市,C 制造业,www.cnyeic.com
002054,<a href='http://www.szse.cn/certificate/individual/index.html?code=002054' target='_blank'><u>德美化工</u></a>,广东德美精细化工集团股份有限公司,"DYMATIC CHEMICALS,INC.",广东省佛山市顺德高新区科技产业园朝桂南路,002054,德美化工,2006-07-25,"419,230,828","312,142,219",,,,0,0,华南,广东,佛山市,C 制造业,www.dymatic.com
002055,<a href='http://www.szse.cn/certificate/individual/index.html?code=002055' target='_blank'><u>得润电子</u></a>,深圳市得润电子股份有限公司,"ZHENZHEN DEREN ELECTRONIC CO.,LTD.",广东省深圳市光明新区光明街道三十三路9号得润电子工业园,002055,得润电子,2006-07-25,"479,694,096","425,814,263",,,,0,0,华南,广东,深圳市,C 制造业,www.deren.com.cn
002056,<a href='http://www.szse.cn/certificate/individual/index.html?code=002056' target='_blank'><u>横店东磁</u></a>,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co.,Ltd.",浙江省东阳市横店工业区,002056,横店东磁,2006-08-02,"1,643,600,000","1,642,492,835",,,,0,0,华东,浙江,金华市,C 制造业,www.chinadmegc.com
002057,<a href='http://www.szse.cn/certificate/individual/index.html?code=002057' target='_blank'><u>中钢天源</u></a>,中钢集团安徽天源科技股份有限公司,"Sinosteel Anhui Tianyuan Technology Co.,Ltd.",安徽省马鞍山市雨山区霍里山大道南段9号,002057,中钢天源,2006-08-02,"383,525,184","299,072,505",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.ty-magnet.com
002058,<a href='http://www.szse.cn/certificate/individual/index.html?code=002058' target='_blank'><u>威 尔 泰</u></a>,上海威尔泰工业自动化股份有限公司,"SHANGHAI WELLTECH AUTOMATION CO.,LTD.",上海市闵行区虹中路263号1幢,002058,威 尔 泰,2006-08-02,"143,448,332","143,448,332",,,,0,0,华东,上海,上海市,C 制造业,dm@welltech.com.cn
002059,<a href='http://www.szse.cn/certificate/individual/index.html?code=002059' target='_blank'><u>云南旅游</u></a>,云南旅游股份有限公司,"Yunnan Tourism Co., Ltd.",云南省昆明市白龙路世博园,002059,云南旅游,2006-08-10,"730,792,576","730,792,576",,,,0,0,西南,云南,昆明市,N 公共环保,
002060,<a href='http://www.szse.cn/certificate/individual/index.html?code=002060' target='_blank'><u>粤 水 电</u></a>,广东水电二局股份有限公司,"Guangdong No.2 Hydropower Engineering Company,Ltd",广东省广州市增城区新塘镇广深大道西1号1幢水电广场A-1商务中心20层,002060,粤 水 电,2006-08-10,"1,202,262,058","1,201,704,856",,,,0,0,华南,广东,广州市,E 建筑业,www.gdsdej.com
002061,<a href='http://www.szse.cn/certificate/individual/index.html?code=002061' target='_blank'><u>浙江交科</u></a>,浙江交通科技股份有限公司,"Zhejiang Communications Technology Co.,Ltd.",浙江省江山市景星东路38号,002061,浙江交科,2006-08-16,"1,305,236,388","559,432,055",,,,0,0,华东,浙江,衢州市,E 建筑业,www.zjjiaoke.com
002062,<a href='http://www.szse.cn/certificate/individual/index.html?code=002062' target='_blank'><u>宏润建设</u></a>,宏润建设集团股份有限公司,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",浙江省象山县丹城镇建设东路262号,002062,宏润建设,2006-08-16,"1,102,500,000","958,605,707",,,,0,0,华东,浙江,宁波市,E 建筑业,www.chinahongrun.com
002063,<a href='http://www.szse.cn/certificate/individual/index.html?code=002063' target='_blank'><u>远光软件</u></a>,远光软件股份有限公司,YGSOFT INC.,广东省珠海市港湾大道科技一路3号,002063,远光软件,2006-08-23,"849,820,143","749,151,287",,,,0,0,华南,广东,珠海市,I 信息技术,www.ygsoft.com
002064,<a href='http://www.szse.cn/certificate/individual/index.html?code=002064' target='_blank'><u>华峰氨纶</u></a>,浙江华峰氨纶股份有限公司,Zhejiang Huafeng Spandex Co.，Ltd.,浙江省瑞安市莘塍工业园区,002064,华峰氨纶,2006-08-23,"1,676,800,000","1,533,578,088",,,,0,0,华东,浙江,温州市,C 制造业,www.spandex.com.cn
002065,<a href='http://www.szse.cn/certificate/individual/index.html?code=002065' target='_blank'><u>东华软件</u></a>,东华软件股份公司,"DHC SOFTWARE CO.,LTD",北京市海淀区紫金数码园3号楼15层1501,002065,东华软件,2006-08-23,"3,139,787,560","2,787,580,616",,,,0,0,华北,北京,北京市,I 信息技术,www.dhcc.com.cn
002066,<a href='http://www.szse.cn/certificate/individual/index.html?code=002066' target='_blank'><u>瑞泰科技</u></a>,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区五里桥一街1号院27号楼,002066,瑞泰科技,2006-08-23,"231,000,000","231,000,000",,,,0,0,华北,北京,北京市,C 制造业,www.bjruitai.com
002067,<a href='http://www.szse.cn/certificate/individual/index.html?code=002067' target='_blank'><u>景兴纸业</u></a>,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Joint Stock Co.,Ltd.",浙江省平湖市曹桥镇,002067,景兴纸业,2006-09-15,"1,128,451,000","974,901,000",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.jxpaper.com.cn
002068,<a href='http://www.szse.cn/certificate/individual/index.html?code=002068' target='_blank'><u>黑猫股份</u></a>,江西黑猫炭黑股份有限公司,"JIANGXI BLACK CAT CARBON BLACK CO., LTD.",江西省景德镇市昌江区历尧,002068,黑猫股份,2006-09-15,"727,063,596","606,999,471",,,,0,0,华东,江西,景德镇市,C 制造业,www.jx-blackcat.com
002069,<a href='http://www.szse.cn/certificate/individual/index.html?code=002069' target='_blank'><u>獐子岛</u></a>,獐子岛集团股份有限公司,"ZHANGZIDAO GROUP CO.,LTD.",辽宁省大连市长海县獐子岛镇沙包村,002069,獐子岛,2006-09-28,"711,112,194","688,740,444",,,,0,0,东北,辽宁,大连市,A 农林牧渔,www.zhangzidao.com
002070,<a href='http://www.szse.cn/certificate/individual/index.html?code=002070' target='_blank'><u>*ST众和</u></a>,福建众和股份有限公司,"ZHONGHE CO.,LTD.",福建省莆田市秀屿区西许工业区5-8号,002070,*ST众和,2006-10-12,"635,258,156","635,258,156",,,,0,0,华东,福建,莆田市,C 制造业,www.zhonghe.com
002071,<a href='http://www.szse.cn/certificate/individual/index.html?code=002071' target='_blank'><u>长城影视</u></a>,长城影视股份有限公司,"Great Wall Movie and Television Co.,Ltd.",江苏省张家港市大新镇人民路128号,002071,长城影视,2006-10-12,"525,429,878","521,065,590",,,,0,0,华东,江苏,苏州市,R 文化传播,www.chinaccys.com
002072,<a href='http://www.szse.cn/certificate/individual/index.html?code=002072' target='_blank'><u>凯瑞德</u></a>,凯瑞德控股股份有限公司,"KAIRUIDE HOLDING CO.,LTD.",山东省德州市德城区顺河西路18号,002072,凯瑞德,2006-10-18,"176,000,000","169,142,650",,,,0,0,华东,山东,德州市,I 信息技术,www.textiledm.com
002073,<a href='http://www.szse.cn/certificate/individual/index.html?code=002073' target='_blank'><u>软控股份</u></a>,软控股份有限公司,"MESNAC  CO.,LTD",山东省青岛市高新区新业路31号远创国际蓝湾创意园B区1号楼202室,002073,软控股份,2006-10-18,"933,986,674","782,614,278",,,,0,0,华东,山东,青岛市,C 制造业,www.mesnac.com
002074,<a href='http://www.szse.cn/certificate/individual/index.html?code=002074' target='_blank'><u>国轩高科</u></a>,国轩高科股份有限公司,"GUOXUAN HIGH-TECH CO.,LTD.",江苏省南通市通州区十总镇东源大道1号,002074,国轩高科,2006-10-18,"1,136,650,819","1,008,051,736",,,,0,0,华东,江苏,南通市,C 制造业,www.hfgxgk.com
002075,<a href='http://www.szse.cn/certificate/individual/index.html?code=002075' target='_blank'><u>沙钢股份</u></a>,江苏沙钢股份有限公司,"JIANGSU SHAGANG CO.,LTD.",江苏省张家港市锦丰镇沙钢大厦,002075,沙钢股份,2006-10-25,"2,206,771,772","2,206,770,722",,,,0,0,华东,江苏,苏州市,C 制造业,www.shaganggf.com
002076,<a href='http://www.szse.cn/certificate/individual/index.html?code=002076' target='_blank'><u>雪 莱 特</u></a>,广东雪莱特光电科技股份有限公司,"CNLIGHT   CO.,  LTD.",广东省佛山市南海区狮山工业科技工业园A区,002076,雪 莱 特,2006-10-25,"777,902,546","445,373,263",,,,0,0,华南,广东,佛山市,C 制造业,www.cnlight.com
002077,<a href='http://www.szse.cn/certificate/individual/index.html?code=002077' target='_blank'><u>大港股份</u></a>,江苏大港股份有限公司,"JIANGSU DAGANG CO.,LTD．",江苏省镇江新区大港通港路1号,002077,大港股份,2006-11-16,"580,348,513","531,715,927",,,,0,0,华东,江苏,镇江市,K 房地产,www.dggf.cn
002078,<a href='http://www.szse.cn/certificate/individual/index.html?code=002078' target='_blank'><u>太阳纸业</u></a>,山东太阳纸业股份有限公司,"SHAN DONG SUN PAPER INDUSTRY JOINT STOCK CO., LTD.",山东省济宁市兖州区西关大街66号,002078,太阳纸业,2006-11-16,"2,592,598,840","2,531,582,915",,,,0,0,华东,山东,济宁市,C 制造业,www.sunpapergroup.com
002079,<a href='http://www.szse.cn/certificate/individual/index.html?code=002079' target='_blank'><u>苏州固锝</u></a>,苏州固锝电子股份有限公司,"SUZHOU GOOD-ARK ELECTRONICS CO., LTD.",江苏省苏州市通安开发区通锡路31号,002079,苏州固锝,2006-11-16,"727,971,487","726,406,098",,,,0,0,华东,江苏,苏州市,C 制造业,www.goodark.com
002080,<a href='http://www.szse.cn/certificate/individual/index.html?code=002080' target='_blank'><u>中材科技</u></a>,中材科技股份有限公司,"Sinoma Science & Technology Co.,Ltd.",江苏省南京市江宁科学园彤天路99号,002080,中材科技,2006-11-20,"1,290,864,296","640,000,000",,,,0,0,华东,江苏,南京市,C 制造业,www.sinomatech.com
002081,<a href='http://www.szse.cn/certificate/individual/index.html?code=002081' target='_blank'><u>金 螳 螂</u></a>,苏州金螳螂建筑装饰股份有限公司,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",江苏省苏州工业园区民营工业区,002081,金 螳 螂,2006-11-20,"2,643,308,689","2,571,047,631",,,,0,0,华东,江苏,苏州市,E 建筑业,www.goldmantis.com
002082,<a href='http://www.szse.cn/certificate/individual/index.html?code=002082' target='_blank'><u>万邦德</u></a>,万邦德新材股份有限公司,"WANBANGDE NEW BUILDING MATERIALS CO.,LTD.",浙江省湖州市织里镇栋梁路1688号,002082,万邦德,2006-11-20,"238,000,000","238,000,000",,,,0,0,华东,浙江,湖州市,C 制造业,www.dongliang.com.cn
002083,<a href='http://www.szse.cn/certificate/individual/index.html?code=002083' target='_blank'><u>孚日股份</u></a>,孚日集团股份有限公司,"SUNVIM GROUP CO., LTD",山东省高密市孚日街1号,002083,孚日股份,2006-11-24,"908,000,005","865,076,026",,,,0,0,华东,山东,潍坊市,C 制造业,www.sunvim.com
002084,<a href='http://www.szse.cn/certificate/individual/index.html?code=002084' target='_blank'><u>海鸥住工</u></a>,广州海鸥住宅工业股份有限公司,"GuangZhou Seagull Kitchen And Bath Products Co.,Ltd.",广东省广州市番禺区沙头街禺山西路363号,002084,海鸥住工,2006-11-24,"506,392,628","404,555,776",,,,0,0,华南,广东,广州市,C 制造业,www.seagullgroup.cn
002085,<a href='http://www.szse.cn/certificate/individual/index.html?code=002085' target='_blank'><u>万丰奥威</u></a>,浙江万丰奥威汽轮股份有限公司,"ZHEJIANG WANFENG AUTO WHEEL CO., LTD.",浙江省新昌县城关镇新昌工业区（后溪）,002085,万丰奥威,2006-11-28,"2,186,879,678","2,113,733,508",,,,0,0,华东,浙江,绍兴市,C 制造业,www.wfaw.com.cn
002086,<a href='http://www.szse.cn/certificate/individual/index.html?code=002086' target='_blank'><u>东方海洋</u></a>,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-Tech Co., Ltd",山东省烟台市莱山区澳柯玛大街18号,002086,东方海洋,2006-11-28,"756,350,000","475,617,200",,,,0,0,华东,山东,烟台市,A 农林牧渔,www.yt-fishery.com
002087,<a href='http://www.szse.cn/certificate/individual/index.html?code=002087' target='_blank'><u>新野纺织</u></a>,河南新野纺织股份有限公司,"HENNAN XINYE TEXTLE CO.,LTD.",河南省新野县城关镇书院路15号,002087,新野纺织,2006-11-30,"816,794,335","815,638,642",,,,0,0,华中,河南,南阳市,C 制造业,www.xinye-tex.com
002088,<a href='http://www.szse.cn/certificate/individual/index.html?code=002088' target='_blank'><u>鲁阳节能</u></a>,山东鲁阳节能材料股份有限公司,"LUYANG ENERGY-SAVING MATERIALS CO.,LTD.",山东省淄博市沂源县沂河路11号,002088,鲁阳节能,2006-11-30,"361,958,033","208,792,678",,,,0,0,华东,山东,淄博市,C 制造业,www.luyang.com
002089,<a href='http://www.szse.cn/certificate/individual/index.html?code=002089' target='_blank'><u>新 海 宜</u></a>,新海宜科技集团股份有限公司,SUZHOU NEW SEA UNION TELECOM TECHNOLOGY CO.， LTD.,江苏省苏州工业园区泾茂路168号,002089,新 海 宜,2006-11-30,"1,374,669,616","978,504,312",,,,0,0,华东,江苏,苏州市,C 制造业,www.nsu.com.cn
002090,<a href='http://www.szse.cn/certificate/individual/index.html?code=002090' target='_blank'><u>金智科技</u></a>,江苏金智科技股份有限公司,"Wiscom System Co., Ltd.",江苏省南京市江宁开发区将军大道100号,002090,金智科技,2006-12-08,"237,802,904","231,467,048",,,,0,0,华东,江苏,南京市,C 制造业,www.wiscom.com.cn
002091,<a href='http://www.szse.cn/certificate/individual/index.html?code=002091' target='_blank'><u>江苏国泰</u></a>,江苏国泰国际集团国贸股份有限公司,JIANGSU GUOTAI INTERNATIONAL GROUP GUOMAO CO. LTD.,江苏省张家港市国泰时代广场11-24楼,002091,江苏国泰,2006-12-08,"1,570,774,045","972,230,686",,,,0,0,华东,江苏,苏州市,F 批发零售,www.gtiggm.com
002092,<a href='http://www.szse.cn/certificate/individual/index.html?code=002092' target='_blank'><u>中泰化学</u></a>,新疆中泰化学股份有限公司,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD.",新疆维吾尔自治区乌鲁木齐市经济技术开发区阳澄湖路39号,002092,中泰化学,2006-12-08,"2,146,449,598","2,034,483,444",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.zthx.com
002093,<a href='http://www.szse.cn/certificate/individual/index.html?code=002093' target='_blank'><u>国脉科技</u></a>,国脉科技股份有限公司,"Guomai Technologies, Inc",福建省福州市马尾区江滨东大道116号,002093,国脉科技,2006-12-15,"1,007,500,000","981,698,108",,,,0,0,华东,福建,福州市,I 信息技术,www.guomaitech.com
002094,<a href='http://www.szse.cn/certificate/individual/index.html?code=002094' target='_blank'><u>青岛金王</u></a>,青岛金王应用化学股份有限公司,"Qingdao Kingking Applied Chemistry Co.,Ltd.",山东省青岛即墨市青岛环保产业园,002094,青岛金王,2006-12-15,"692,551,924","598,250,469",,,,0,0,华东,山东,青岛市,C 制造业,www.chinakingking.com
002095,<a href='http://www.szse.cn/certificate/individual/index.html?code=002095' target='_blank'><u>生 意 宝</u></a>,浙江网盛生意宝股份有限公司,"Zhejiang NetSun Co.,Ltd.",浙江省杭州市莫干山路187号易盛大厦12F,002095,生 意 宝,2006-12-15,"252,720,000","251,638,091",,,,0,0,华东,浙江,杭州市,I 信息技术,www.chinanetsun.com
002096,<a href='http://www.szse.cn/certificate/individual/index.html?code=002096' target='_blank'><u>南岭民爆</u></a>,湖南南岭民用爆破器材股份有限公司,"Hunan Nanling Industrial Explosive Materials Co., Ltd.",湖南省永州市双牌县泷泊镇双北路6号,002096,南岭民爆,2006-12-22,"371,287,000","370,852,000",,,,0,0,华中,湖南,永州市,C 制造业,www.hnnlmb.com
002097,<a href='http://www.szse.cn/certificate/individual/index.html?code=002097' target='_blank'><u>山河智能</u></a>,山河智能装备股份有限公司,"SUNWARD INTELLIGENT EQUIPMENT CO.,LTD.",湖南省长沙市经济技术开发区漓湘中路16号,002097,山河智能,2006-12-22,"1,056,068,465","617,987,846",,,,0,0,华中,湖南,长沙市,C 制造业,www.sunward.com.cn
002098,<a href='http://www.szse.cn/certificate/individual/index.html?code=002098' target='_blank'><u>浔兴股份</u></a>,福建浔兴拉链科技股份有限公司,"FUJIAN SBS ZIPPER SCIENCE&TECHNOLOGY CO.,LTD.",福建省晋江市深沪乌漏沟东工业区,002098,浔兴股份,2006-12-22,"358,000,000","309,996,800",,,,0,0,华东,福建,泉州市,C 制造业,www.sbszipper.com.cn
002099,<a href='http://www.szse.cn/certificate/individual/index.html?code=002099' target='_blank'><u>海翔药业</u></a>,浙江海翔药业股份有限公司,"Zhejiang Hisoar Pharmaceutical Co.,Ltd.",浙江省台州市椒江区外沙支路100号,002099,海翔药业,2006-12-26,"1,618,820,253","1,591,744,153",,,,0,0,华东,浙江,台州市,C 制造业,www.hisoar.com
